Title	Compound	Photographer	Date	Subjects	Notes	Type	Original Format/Size	Digital Format	Digital Collection	Repository	Repository Collection	Repository Collection Guide	Restrictions	Cite As	Contact and Ordering Information	Item Number	Item URL	Collection URL	Collection Source	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	Full resolution	CONTENTdm file path
Francis Wilson	Done	Sarony, 5th Avenue, New York, N.Y.	ca. 1900	Actors--Photographs	Charles Frohman, Presents, Francis Wilson. In His Greatest Success, When Knights Were Bold. Coming to the Tulane next week; View of scene from play.	Image	Gelatin silver prints; 3.75"x 5.25"	jpeg	Actors and Musicians	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Actors and Musicians Photographs (Mss. 2116).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/2116.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Actors and Musicians Photographs (Mss. 2116), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	21160063v	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_ACT	IRP		2005-10-19	2005-10-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_ACT/id/256	256	257.jpg		/LSU_ACT/image/257.jpg
Eugene Ysaye	Done	Mishkin, New York	ca. 1900	Violinists--Portrait photographs	Ysaye with trio at Athenaeum Feb 28th; Profile.	Image	Gelatin silver prints; 4.5" x 6.5"	jpeg	Actors and Musicians	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Actors and Musicians Photographs (Mss. 2116).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/2116.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Actors and Musicians Photographs (Mss. 2116), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	21160064r	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_ACT	IRP		2005-10-19	2005-10-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_ACT/id/257	257	258.jpg		/LSU_ACT/image/258.jpg
Eugene Ysaye	Done	Mishkin, New York	ca. 1900	Violinists--Portrait photographs	Ysaye with trio at Athenaeum Feb 28th; Profile.	Image	Gelatin silver prints; 4.5" x 6.5"	jpeg	Actors and Musicians	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Actors and Musicians Photographs (Mss. 2116).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/2116.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Actors and Musicians Photographs (Mss. 2116), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	21160064v	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_ACT	IRP		2005-10-19	2005-10-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_ACT/id/258	258	259.jpg		/LSU_ACT/image/259.jpg
Ada Meade	Done	Moffett	ca. 1900	Actors--Photographs	Miss Ada Meade prima donna "Madame Sherry" Tulane&lt;br&gt;	Image	Gelatin silver prints; 7.25" x 9.00"	jpeg	Actors and Musicians	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Actors and Musicians Photographs (Mss. 2116).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/2116.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Actors and Musicians Photographs (Mss. 2116), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	21160033	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_ACT	IRP		2015-03-20	2015-03-20	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_ACT/id/259	259	260.cpd		/LSU_ACT/image/260.cpd
Al H. Wilson	Done	White, New York	ca. 1900	Actors--Photographs	Al H. Wilson Crescent next week.; Full portrait in costume.  On back: Apeda Studio, 102-104 West 38th St., N.Y.	Image	Collodion print-out paper prints; 5.50" x 8.00"	jpeg	Actors and Musicians	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Actors and Musicians Photographs (Mss. 2116).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/2116.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Actors and Musicians Photographs (Mss. 2116), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	21160060	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_ACT	IRP		2015-03-20	2015-03-20	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_ACT/id/260	260	261.cpd		/LSU_ACT/image/261.cpd
Al. H. Wilson	Done	Apeda, New York	ca. 1900	Actors--Photographs	Al. H. Wilson at the Crescent; 3/4 portrait.	Image	Gelatin silver prints; 7.5" x 9.5"	jpeg	Actors and Musicians	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Actors and Musicians Photographs (Mss. 2116).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/2116.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Actors and Musicians Photographs (Mss. 2116), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	21160061	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_ACT	IRP		2015-03-20	2015-03-20	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_ACT/id/261	261	262.cpd		/LSU_ACT/image/262.cpd
Albert Spalding	Done	unknown	ca. 1900	Violinists--Portrait photographs	Albert Spalding Violinist Management R. E. Johnston. At Athenaeum Jan 8; 3/4 portrait.	Image	Gelatin silver prints; 5.00" x 7.00"	jpeg	Actors and Musicians	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Actors and Musicians Photographs (Mss. 2116).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/2116.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Actors and Musicians Photographs (Mss. 2116), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	21160051	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_ACT	IRP		2015-03-20	2015-03-20	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_ACT/id/262	262	263.cpd		/LSU_ACT/image/263.cpd
Alla Nazimova	Done	C. M. Hayes & Co., Detroit	ca. 1900	Actors--Photographs	Mme. Nazimova at the Dauphine next Sunday; 3/4 profile.	Image	Gelatin silver prints; 3.25" x 7.25"	jpeg	Actors and Musicians	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Actors and Musicians Photographs (Mss. 2116).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/2116.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Actors and Musicians Photographs (Mss. 2116), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	21160039	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_ACT	IRP		2015-03-20	2015-03-20	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_ACT/id/263	263	264.cpd		/LSU_ACT/image/264.cpd
Andrew Mack	Done	White, New York	ca. 1900	Actors--Photographs	Orpheum.; 3/4 portrait, seated, in costume.	Image	Gelatin silver prints; 5.75" x 7.75"	jpeg	Actors and Musicians	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Actors and Musicians Photographs (Mss. 2116).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/2116.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Actors and Musicians Photographs (Mss. 2116), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	21160027	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_ACT	IRP		2015-03-20	2015-03-20	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_ACT/id/264	264	comp_obj_A1270011102105392487.XML.cpd		/LSU_ACT/image/comp_obj_A1270011102105392487.XML.cpd
Battling Nelsen	Done	unknown	1911	Actors--Photographs	With best wishes from Battling Nelsen [?] 1911. New Orleans, La.; Post card.	Image	Gelatin silver prints; 3.375" x 5.375"	jpeg	Actors and Musicians	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Actors and Musicians Photographs (Mss. 2116).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/2116.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Actors and Musicians Photographs (Mss. 2116), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	21160040	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_ACT	IRP		2015-03-20	2015-03-20	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_ACT/id/266	266	comp_obj_A1270011102105495199.XML.cpd		/LSU_ACT/image/comp_obj_A1270011102105495199.XML.cpd
Blanche Bates	Done	unknown	ca. 1900	Actors--Photographs	Coming Tulane Blanche Bates in "Nobody's Widow"; Profile.	Image	Gelatin silver prints; 4.75" x 6.75"	jpeg	Actors and Musicians	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Actors and Musicians Photographs (Mss. 2116).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/2116.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Actors and Musicians Photographs (Mss. 2116), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	21160004	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_ACT	IRP		2015-03-20	2015-03-20	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_ACT/id/267	267	comp_obj_A1270011102105520536.XML.cpd		/LSU_ACT/image/comp_obj_A1270011102105520536.XML.cpd
